"location_id","timestamp","congestion_level","speed_mph","delay_min"
"LOC1",2026-02-24 18:31:50.087845,9.56584358506818,16.5153870984049,19.0501532721167
"LOC2",2026-02-24 18:31:50.087845,10,9.7424330182244,20.1472715846635
"LOC3",2026-02-24 18:31:50.087845,6.33336715866519,23.6118548017137,13.0213318768728
"LOC4",2026-02-24 18:31:50.087845,7.66545347981915,25.5501610793043,14.9937658562773
"LOC5",2026-02-24 18:31:50.087845,7.84001439632761,21.0533312850651,16.1726827443117
"LOC6",2026-02-24 18:31:50.087845,8.76314047768409,19.0854356010198,18.356147748952
"LOC7",2026-02-24 18:31:50.087845,7.65889649430071,27.5228565111475,16.2654045282046
"LOC8",2026-02-24 18:31:50.087845,4.81225349491427,39.1783504399256,10.7899358242946
"LOC9",2026-02-24 18:31:50.087845,5.07143968570938,33.5820209909537,9.72171300512833
"LOC10",2026-02-24 18:31:50.087845,9.58413601487623,11.6745505514632,19.5028747861895
"LOC1",2026-02-24 19:31:50.087845,7.63203368710583,18.8784342645483,15.1578447192385
"LOC2",2026-02-24 19:31:50.087845,5.862429879224,28.2227261656988,10.4377732722299
"LOC3",2026-02-24 19:31:50.087845,7.79369917308845,22.5000969021019,14.679338486127
"LOC4",2026-02-24 19:31:50.087845,9.45760963900712,11.814119428236,18.6312835293352
"LOC5",2026-02-24 19:31:50.087845,10,11.9747646957231,20.2665924583992
"LOC6",2026-02-24 19:31:50.087845,7.48343704207256,25.0800434386496,16.1911933931024
"LOC7",2026-02-24 19:31:50.087845,7.69127674067728,22.6340060802817,16.2040790081803
"LOC8",2026-02-24 19:31:50.087845,5.88420429776626,29.3830415353178,10.5206418032705
"LOC9",2026-02-24 19:31:50.087845,8.55211682579753,12.7456259024953,17.7055086654534
"LOC10",2026-02-24 19:31:50.087845,7.23200614884786,24.1838537815781,13.5552600815667
"LOC1",2026-02-24 20:31:50.087845,4.54654014788946,34.1538494085428,9.99342518352622
"LOC2",2026-02-24 20:31:50.087845,4.84580480467458,37.7089125904118,8.73773809540307
"LOC3",2026-02-24 20:31:50.087845,5.24212422636391,36.1079150683562,9.24335673831491
"LOC4",2026-02-24 20:31:50.087845,3.26928834951135,44.6016007268045,6.62012679482442
"LOC5",2026-02-24 20:31:50.087845,4.60594614795756,33.8559307858175,8.39881538446536
"LOC6",2026-02-24 20:31:50.087845,1.93958958511199,48.0366402041735,4.94396382902579
"LOC7",2026-02-24 20:31:50.087845,3.0586491899446,43.2322411211992,5.06827916139326
"LOC8",2026-02-24 20:31:50.087845,2.97891088698818,45.5471228003826,6.47383109914377
"LOC9",2026-02-24 20:31:50.087845,1.10295082006404,61.5547550295358,3.19164862454645
"LOC10",2026-02-24 20:31:50.087845,4.04334712827071,37.0212580573288,7.73503727855935
"LOC1",2026-02-24 21:31:50.087845,4.2471983202403,32.2934650491719,8.94614586895236
"LOC2",2026-02-24 21:31:50.087845,3.5667312417416,41.8051436426081,6.53989030475227
"LOC3",2026-02-24 21:31:50.087845,4.90979588283942,32.9332875971118,8.68309649742672
"LOC4",2026-02-24 21:31:50.087845,3.12795420750811,37.8429092363151,3.92093663374441
"LOC5",2026-02-24 21:31:50.087845,2.35806274669685,45.5867623380529,3.78952823376281
"LOC6",2026-02-24 21:31:50.087845,4.51938163106646,36.2823537979602,9.43393486362585
"LOC7",2026-02-24 21:31:50.087845,3.02632818857599,41.5617659208308,6.12682777770138
"LOC8",2026-02-24 21:31:50.087845,5.7329215140655,33.4823720116628,10.409349694528
"LOC9",2026-02-24 21:31:50.087845,3.48226455686399,45.3115981327326,6.88697461020957
"LOC10",2026-02-24 21:31:50.087845,4.78677746008265,35.0916972982314,7.15752467803873
"LOC1",2026-02-24 22:31:50.087845,2.38631031824474,43.6236906119311,5.58214051497219
"LOC2",2026-02-24 22:31:50.087845,1.05939327094355,56.4855470618729,1.24903668859285
"LOC3",2026-02-24 22:31:50.087845,3.89087302375037,37.9810108198895,7.65666860565722
"LOC4",2026-02-24 22:31:50.087845,2.77147916686078,43.6528515557985,5.9541099525061
"LOC5",2026-02-24 22:31:50.087845,2.10771277591953,49.9087565652948,3.36499024679229
"LOC6",2026-02-24 22:31:50.087845,2.33186089674976,45.4122573920991,6.13027286470791
